job title,job role
WEB開発,Web Developer
WEB開発/エンジニア,Web Developer
WEB開発者,Web Developer
WEB開発部 エンジニア,Web Developer
WING マネージャー,Information Technology Manager
"X(クロス)イノベーション本部 ソフトウェアデザインセンター 開発技術グループ, アソシエイトマネージャー",Information Technology Manager
"YOJO事業部, エンジニアリングマネージャー",Engineering Manager
あ,Information Technology Generalist
アーキテクチャ,Architect
エンジニアリングマネージャ,Engineering Manager
エンジニアリングマネージャー,Engineering Manager
エンジニアリングユニット,Engineer
エンジニアリングリーダー,Engineering Manager
エンジニアリング事業企画本部 部長,Engineering Manager
エンジニアリング事業部 ネットワークインテグレーション部,Network Engineer
エンジニアリング技術者,Health Specialist
エンジニアリング推進本部/プロフェッショナル,Engineer
エンジニアリング統括,Engineer
エンジニアリング統括 グループマネージャー,Engineering Manager
エンジニアリング部 なし,Engineer
エンジニアリング部門,Engineer
エンジニアリング部電気技術室 課長クラス,Engineering Manager
エンジニアリング部電計システム課  兼 システム戦略部,Engineer
エンジニア部 リーダー,Engineering Manager
エンタープライズアーキテクト,Enterprise Architect
エンタープライズアカウントマネージャー,Account Manager
エンタープライズセールス,Sales Specialist
エンタープライズソリューション事業本部 担当課長,Information Technology Manager
エンタープライズビジネスソリューション部 課長代理,Information Technology Manager
エンタープライズビジネス営業部 一般社員・職員,Sales Employee
エンタープライズ事業部 クラウドアーキテクト,Cloud Architect
エンタープライズ推進事業部 チーフプロジェクトマネージャー,Project Manager
エンタープライズ本部 一般社員・職員,Office Worker
エンタープライズ本部 開発3部 PS開発チーム,Business Development Specialist
エンタープライズ開発本部 開発3部 PS開発チーム,Business Development Specialist
エンドポイントセキュリティ部 係長・主任クラス,Information Technology Security Manager
エンドユーザービジネス本部 本部長,Information Technology Manager
エンベデット事業本部 営業部長,Sales Manager
オートメーションエンジニア,Information Technology Engineer
オートモーティブ セールスマネージャー,Sales Manager
オートモーティブシステム事業部 ソリューションビジネス部 主査,Information Technology Manager
オートモーティブ営業本部長 応用技術本部長 取締役,Sales Director
オーナー,Information Technology Generalist
オネスト・アイHD 財務戦略部 マネージャー 兼 広報経営企画部 マネージャー 兼 法務知財戦略部 マネージャー,Administration Manager
オフィサー,Information Technology Generalist
オフィスシステムマネージャー,Project Manager
オフィスワーク,Information Technology Generalist
オペレーション,Operations Specialist
オペレーション TCR,Operations Specialist
オペレーションエンジニア,Information Technology Engineer
オペレーションコンサルタント,Process Specialist
オペレーションマネージャー,Operations Specialist
オペレーション強化部 リーダー,Operations Specialist
オペレーション部オペレーション企画グループ マネージャー,Operations Manager
オペレーター,Information Technology Generalist
オンラインエディター,Production Editor
お客様サポートセンター センター長,Service Support Specialist
カーボンニュートラル推進本部/副長,Information Technology Generalist
カウンセラー,Information Technology Generalist
IT推進,Technology Development Engineer
カスタマーサービス,Customer Service Specialist
カスタマーサービス シニアマネージャー,Customer Service Manager
カスタマーサービス部 一般社員・職員,Customer Service Specialist
カスタマーサクセス,Customer Service Specialist
カスタマーサクセスマネージャー,Customer Service Specialist
カスタマーサポートエンジニア,Technical Support Representative
カスタマーサポートマネージャー,Customer Service Specialist
カスタマーサポート統括本部 部長クラス,Customer Service Manager
カスタマーソリューションマネージャー,Customer Service Specialist
カスタマープロジェクトマネージャー,Project Manager
カスタマエンジニアリング部 部長,Engineering Manager
カスタマオペレーション グループマネージャー,Customer Service Manager
カスタマサポート本部 サービスセンタ 取締役 次長,Service Support Manager
ガバナンスマネージャー,Information Technology Governance Manager
カメラマン,Photographer
カントリーディレクター,Director General
カントリーマネージャー,Chief Sales Officer
キーアカウントマネージャー,Account Manager
ギークス株式会社 経営管理本部 コーポレートデザイン部 情報システム担当 リーダー,Information Technology Generalist
キャプテン,Information Technology Generalist
キャラクターモデラー,3D Artist
キャリアアドバイザー,Career Counselor
キャリアコーチ,Career Counselor
キャリアコンサルタント,Career Counselor
キャンペーン マネージャー,Information Technology Manager
キュレーター,Information Technology Generalist
クライアント・エグゼクティブ,Account Executive
クライアント・パートナー,Business Development Manager
クライアントアドバイザー,Consultant
クライアントエンジニア,Infrastructure Engineer
クライアントサービス,Customer Service Specialist
クライアントディレクター,Director of Sales and Client Services
クライアントパート エンジニア,Information Technology Engineer
クライアントパートナー,Business Development Manager
クライアントリーダー,Consultant
クライアント担当,Information Technology Generalist
クラウド,Information Technology Generalist
クラウド アーキテクト,Cloud Architect
クラウド/バックアップ,Information Technology Generalist
クラウド・ソリューション技術本部　第一技術部 係長,Information Technology Manager
クラウドCOE室 室長,Information Technology Manager
クラウドアーキテクト,Cloud Architect
クラウドインテグレーション事業部 営業部,Information Technology Generalist
